id,other_social_response,fb_minutes,other_social_minutes,sum_social_minutes
15264,More than 3 hours,180,180,360
3112,0 minutes,15,0,15
13314,Between 1 and 30 minutes,60,15,75
17780,Between 1 and 2 hours,30,90,120
16558,Between 2 and 3 hours,45,150,195
15377,More than 3 hours,20,180,200
11388,Between 31 minutes and 1 hour,75,45,120
17316,0 minutes,120,0,120
15441,More than 3 hours,60,180,240
787,Between 1 and 2 hours,30,90,120
68,Between 31 minutes and 1 hour,90,45,135
224,Between 1 and 2 hours,90,90,180
24208,Between 2 and 3 hours,30,150,180
1772,More than 3 hours,210,180,390
11753,More than 3 hours,45,180,225
17436,More than 3 hours,120,180,300
2769,More than 3 hours,60,180,240
502,Between 1 and 30 minutes,60,15,75
2818,Between 1 and 2 hours,120,90,210
21955,Between 31 minutes and 1 hour,45,45,90
45,Between 2 and 3 hours,75,150,225
2872,More than 3 hours,90,180,270
17008,Between 2 and 3 hours,800,150,950
20296,More than 3 hours,90,180,270
1577,More than 3 hours,180,180,360
1501,Between 2 and 3 hours,120,150,270
24174,Between 2 and 3 hours,60,150,210
22536,Between 2 and 3 hours,90,150,240
16054,Between 2 and 3 hours,30,150,180
19316,Between 1 and 2 hours,30,90,120
23691,Between 2 and 3 hours,60,150,210
1689,More than 3 hours,30,180,210
278,Between 2 and 3 hours,90,150,240
2330,Between 2 and 3 hours,45,150,195
687,Between 2 and 3 hours,60,150,210
17626,Between 1 and 30 minutes,360,15,375
23713,More than 3 hours,120,180,300
2877,Between 1 and 30 minutes,90,15,105
576,More than 3 hours,45,180,225
1472,More than 3 hours,60,180,240
2620,More than 3 hours,300,180,480
11710,0 minutes,30,0,30
12064,Between 1 and 2 hours,20,90,110
12180,Between 2 and 3 hours,120,150,270
248,More than 3 hours,60,180,240
2703,Between 1 and 2 hours,90,90,180
15519,Between 2 and 3 hours,140,150,290
20581,Between 1 and 30 minutes,28,15,43
19569,Between 31 minutes and 1 hour,240,45,285
130,Between 2 and 3 hours,180,150,330
18574,Between 1 and 2 hours,240,90,330
17103,Between 1 and 2 hours,20,90,110
14308,Between 1 and 30 minutes,120,15,135
16959,More than 3 hours,60,180,240
19104,Between 1 and 30 minutes,90,15,105
22453,Between 1 and 30 minutes,20,15,35
399,Between 31 minutes and 1 hour,125,45,170
17365,More than 3 hours,40,180,220
2011,Between 1 and 30 minutes,30,15,45
903,Between 1 and 2 hours,45,90,135
19339,More than 3 hours,120,180,300
1078,Between 2 and 3 hours,300,150,450
1202,Between 1 and 2 hours,60,90,150
769,More than 3 hours,180,180,360
13290,More than 3 hours,30,180,210
11907,Between 2 and 3 hours,90,150,240
17682,Between 1 and 2 hours,90,90,180
3005,Between 1 and 2 hours,120,90,210
1901,More than 3 hours,120,180,300
21322,Between 1 and 2 hours,250,90,340
357,Between 1 and 30 minutes,120,15,135
22720,More than 3 hours,60,180,240
14965,Between 2 and 3 hours,200,150,350
12804,0 minutes,20,0,20
14353,0 minutes,360,0,360
31,More than 3 hours,180,180,360
2722,More than 3 hours,90,180,270
11329,More than 3 hours,35,180,215
22605,Between 1 and 30 minutes,80,15,95
21764,Between 2 and 3 hours,120,150,270
18746,Between 1 and 2 hours,75,90,165
1457,Between 1 and 2 hours,60,90,150
1793,Between 31 minutes and 1 hour,30,45,75
1904,More than 3 hours,80,180,260
1160,More than 3 hours,300,180,480
20548,Between 2 and 3 hours,540,150,690
222,More than 3 hours,60,180,240
9652,More than 3 hours,70,180,250
19851,Between 1 and 30 minutes,120,15,135
59,0 minutes,0,0,0
13654,Between 31 minutes and 1 hour,120,45,165
12182,Between 1 and 2 hours,120,90,210
1011,Between 1 and 2 hours,60,90,150
2362,More than 3 hours,20,180,200
12041,Between 31 minutes and 1 hour,150,45,195
2852,More than 3 hours,480,180,660
2878,Between 2 and 3 hours,200,150,350
21076,Between 1 and 2 hours,60,90,150
16800,Between 2 and 3 hours,400,150,550
21621,Between 1 and 30 minutes,30,15,45
2738,More than 3 hours,45,180,225
2477,0 minutes,120,0,120
17903,Between 1 and 2 hours,180,90,270
17309,Between 2 and 3 hours,120,150,270
10600,Between 1 and 2 hours,20,90,110
1761,Between 1 and 30 minutes,240,15,255
2670,Between 2 and 3 hours,60,150,210
2893,0 minutes,120,0,120
1752,Between 1 and 30 minutes,350,15,365
2560,Between 31 minutes and 1 hour,30,45,75
821,Between 1 and 2 hours,30,90,120
1262,Between 1 and 2 hours,45,90,135
16613,Between 1 and 2 hours,20,90,110
554,Between 1 and 2 hours,45,90,135
596,Between 1 and 2 hours,120,90,210
11544,More than 3 hours,100,180,280
2454,Between 2 and 3 hours,75,150,225
1097,Between 31 minutes and 1 hour,90,45,135
11785,Between 31 minutes and 1 hour,70,45,115
2364,Between 31 minutes and 1 hour,45,45,90
1098,Between 2 and 3 hours,75,150,225
1565,Between 1 and 2 hours,45,90,135
14427,0 minutes,30,0,30
1655,Between 2 and 3 hours,90,150,240
1690,Between 1 and 2 hours,45,90,135
15329,Between 2 and 3 hours,200,150,350
2583,More than 3 hours,60,180,240
2037,Between 1 and 30 minutes,100,15,115
13948,Between 1 and 2 hours,30,90,120
20308,More than 3 hours,150,180,330
1314,Between 1 and 30 minutes,60,15,75
12692,Between 1 and 2 hours,120,90,210
20665,Between 1 and 2 hours,90,90,180
1600,0 minutes,300,0,300
1933,Between 31 minutes and 1 hour,30,45,75
2462,Between 1 and 2 hours,60,90,150
2735,More than 3 hours,60,180,240
819,More than 3 hours,200,180,380
14032,0 minutes,240,0,240
1340,Between 2 and 3 hours,90,150,240
2629,Between 31 minutes and 1 hour,120,45,165
2712,More than 3 hours,180,180,360
1014,More than 3 hours,75,180,255
9824,Between 1 and 30 minutes,35,15,50
16660,Between 2 and 3 hours,240,150,390
3030,Between 2 and 3 hours,60,150,210
1312,More than 3 hours,1200,180,1380
2985,More than 3 hours,60,180,240
3059,Between 1 and 30 minutes,120,15,135
1526,More than 3 hours,30,180,210
2539,Between 2 and 3 hours,90,150,240
21091,More than 3 hours,60,180,240
22559,More than 3 hours,60,180,240
11071,Between 1 and 30 minutes,30,15,45
2149,More than 3 hours,200,180,380
19338,More than 3 hours,120,180,300
2070,More than 3 hours,60,180,240
2856,Between 1 and 2 hours,60,90,150
21563,Between 31 minutes and 1 hour,90,45,135
23115,Between 1 and 2 hours,200,90,290
456,Between 2 and 3 hours,360,150,510
17297,Between 1 and 2 hours,60,90,150
1876,More than 3 hours,60,180,240
843,Between 1 and 2 hours,20,90,110
23238,Between 1 and 2 hours,120,90,210
1926,Between 31 minutes and 1 hour,160,45,205
1178,More than 3 hours,60,180,240
23144,Between 2 and 3 hours,120,150,270
672,Between 31 minutes and 1 hour,60,45,105
2403,Between 2 and 3 hours,300,150,450
2126,Between 1 and 2 hours,180,90,270
23769,Between 31 minutes and 1 hour,120,45,165
35,Between 2 and 3 hours,120,150,270
2831,Between 31 minutes and 1 hour,30,45,75
651,Between 31 minutes and 1 hour,75,45,120
1819,Between 1 and 2 hours,60,90,150
3043,More than 3 hours,150,180,330
23665,More than 3 hours,60,180,240
23169,Between 31 minutes and 1 hour,90,45,135
2156,More than 3 hours,70,180,250
714,More than 3 hours,30,180,210
14254,More than 3 hours,90,180,270
21571,More than 3 hours,60,180,240
21231,More than 3 hours,30,180,210
15465,More than 3 hours,60,180,240
935,More than 3 hours,40,180,220
18858,0 minutes,360,0,360
990,Between 1 and 30 minutes,120,15,135
317,Between 1 and 30 minutes,400,15,415
9654,Between 31 minutes and 1 hour,120,45,165
1248,More than 3 hours,60,180,240
24086,Between 1 and 2 hours,60,90,150
2839,Between 31 minutes and 1 hour,300,45,345
3048,Between 1 and 30 minutes,60,15,75
1566,More than 3 hours,60,180,240
19155,Between 1 and 2 hours,150,90,240
19597,Between 1 and 2 hours,120,90,210
354,Between 1 and 2 hours,75,90,165
81,Between 31 minutes and 1 hour,120,45,165
573,Between 1 and 2 hours,40,90,130
23454,Between 1 and 2 hours,0,90,90
12089,Between 1 and 30 minutes,180,15,195
2532,Between 31 minutes and 1 hour,120,45,165
12066,Between 1 and 2 hours,120,90,210
13917,0 minutes,120,0,120
3125,Between 1 and 2 hours,120,90,210
1390,Between 31 minutes and 1 hour,60,45,105
2640,More than 3 hours,120,180,300
23818,Between 31 minutes and 1 hour,90,45,135
23427,Between 1 and 2 hours,120,90,210
19834,Between 1 and 2 hours,80,90,170
1972,Between 2 and 3 hours,200,150,350
2911,Between 31 minutes and 1 hour,1200,45,1245
13222,Between 31 minutes and 1 hour,60,45,105
18619,Between 31 minutes and 1 hour,45,45,90
1458,More than 3 hours,180,180,360
22343,More than 3 hours,1399,180,1579
21314,More than 3 hours,190,180,370
19885,Between 2 and 3 hours,15,150,165
1198,Between 31 minutes and 1 hour,40,45,85
1451,Between 31 minutes and 1 hour,30,45,75
2887,Between 1 and 2 hours,240,90,330
21532,Between 1 and 2 hours,20,90,110
2851,More than 3 hours,90,180,270
382,Between 2 and 3 hours,300,150,450
674,Between 1 and 2 hours,180,90,270
625,Between 1 and 2 hours,60,90,150
11607,More than 3 hours,180,180,360
11918,Between 1 and 2 hours,90,90,180
1297,More than 3 hours,45,180,225
23783,0 minutes,30,0,30
21465,More than 3 hours,180,180,360
3106,Between 2 and 3 hours,60,150,210
14402,More than 3 hours,1000,180,1180
17794,Between 2 and 3 hours,60,150,210
902,Between 2 and 3 hours,120,150,270
13315,More than 3 hours,220,180,400
11172,More than 3 hours,60,180,240
16402,Between 1 and 30 minutes,120,15,135
1259,Between 1 and 2 hours,120,90,210
2772,More than 3 hours,30,180,210
12639,Between 31 minutes and 1 hour,120,45,165
13721,Between 2 and 3 hours,90,150,240
1889,Between 1 and 2 hours,20,90,110
1743,More than 3 hours,120,180,300
2855,Between 31 minutes and 1 hour,50,45,95
20199,Between 2 and 3 hours,240,150,390
1758,Between 1 and 2 hours,60,90,150
1706,Between 2 and 3 hours,90,150,240
21092,0 minutes,300,0,300
13622,More than 3 hours,90,180,270
2254,More than 3 hours,70,180,250
11274,More than 3 hours,240,180,420
2762,Between 2 and 3 hours,200,150,350
16368,Between 2 and 3 hours,90,150,240
58,Between 2 and 3 hours,30,150,180
850,Between 1 and 2 hours,45,90,135
20693,More than 3 hours,60,180,240
250,Between 31 minutes and 1 hour,120,45,165
838,Between 1 and 2 hours,90,90,180
18857,Between 2 and 3 hours,80,150,230
16202,Between 2 and 3 hours,120,150,270
202,Between 2 and 3 hours,180,150,330
16650,Between 1 and 2 hours,45,90,135
14860,More than 3 hours,45,180,225
17458,Between 31 minutes and 1 hour,85,45,130
1278,Between 31 minutes and 1 hour,50,45,95
2249,More than 3 hours,90,180,270
1294,Between 1 and 2 hours,50,90,140
18545,More than 3 hours,120,180,300
3079,Between 31 minutes and 1 hour,90,45,135
24051,Between 31 minutes and 1 hour,120,45,165
2034,Between 1 and 2 hours,20,90,110
1715,More than 3 hours,120,180,300
2973,More than 3 hours,120,180,300
11108,Between 31 minutes and 1 hour,180,45,225
23244,Between 2 and 3 hours,45,150,195
263,Between 1 and 2 hours,180,90,270
262,Between 1 and 2 hours,180,90,270
22485,Between 31 minutes and 1 hour,20,45,65
307,More than 3 hours,45,180,225
1620,More than 3 hours,30,180,210
18482,More than 3 hours,60,180,240
21130,More than 3 hours,240,180,420
16003,Between 2 and 3 hours,60,150,210
477,Between 31 minutes and 1 hour,65,45,110
14991,Between 1 and 2 hours,180,90,270
10024,Between 1 and 30 minutes,60,15,75
12452,More than 3 hours,60,180,240
12607,Between 31 minutes and 1 hour,10,45,55
19209,More than 3 hours,10,180,190
15515,Between 2 and 3 hours,75,150,225
12698,Between 31 minutes and 1 hour,120,45,165
195,Between 2 and 3 hours,120,150,270
2859,More than 3 hours,120,180,300
2635,Between 2 and 3 hours,60,150,210
12544,More than 3 hours,30,180,210
10304,Between 31 minutes and 1 hour,120,45,165
1667,Between 2 and 3 hours,35,150,185
16973,Between 31 minutes and 1 hour,30,45,75
1056,More than 3 hours,80,180,260
668,More than 3 hours,30,180,210
13962,Between 31 minutes and 1 hour,400,45,445
9861,More than 3 hours,60,180,240
14664,More than 3 hours,75,180,255
16927,Between 2 and 3 hours,120,150,270
1385,Between 31 minutes and 1 hour,45,45,90
12550,More than 3 hours,120,180,300
2752,Between 1 and 2 hours,60,90,150
17211,More than 3 hours,90,180,270
1247,More than 3 hours,90,180,270
971,Between 31 minutes and 1 hour,300,45,345
925,More than 3 hours,30,180,210
2170,More than 3 hours,200,180,380
292,Between 1 and 2 hours,180,90,270
12119,Between 2 and 3 hours,60,150,210
120,Between 2 and 3 hours,75,150,225
2568,0 minutes,240,0,240
39,Between 2 and 3 hours,30,150,180
13200,Between 1 and 2 hours,80,90,170
22222,More than 3 hours,45,180,225
17724,Between 2 and 3 hours,70,150,220
19699,Between 1 and 2 hours,120,90,210
11379,Between 31 minutes and 1 hour,60,45,105
21643,More than 3 hours,200,180,380
19685,Between 31 minutes and 1 hour,120,45,165
17035,Between 1 and 2 hours,90,90,180
14456,More than 3 hours,60,180,240
3075,Between 1 and 2 hours,60,90,150
2728,Between 31 minutes and 1 hour,60,45,105
19434,Between 2 and 3 hours,30,150,180
16140,Between 2 and 3 hours,45,150,195
1786,Between 2 and 3 hours,120,150,270
544,0 minutes,75,0,75
922,Between 31 minutes and 1 hour,500,45,545
2464,Between 1 and 30 minutes,90,15,105
271,More than 3 hours,45,180,225
3103,More than 3 hours,45,180,225
627,More than 3 hours,240,180,420
2115,Between 1 and 2 hours,100,90,190
1432,Between 1 and 2 hours,300,90,390
1993,More than 3 hours,240,180,420
940,More than 3 hours,60,180,240
17962,Between 2 and 3 hours,1440,150,1590
18628,Between 31 minutes and 1 hour,180,45,225
20975,Between 31 minutes and 1 hour,45,45,90
2107,More than 3 hours,60,180,240
1399,Between 1 and 30 minutes,60,15,75
19020,Between 1 and 2 hours,300,90,390
12146,Between 2 and 3 hours,60,150,210
13975,Between 2 and 3 hours,90,150,240
22018,Between 31 minutes and 1 hour,120,45,165
23977,Between 1 and 2 hours,60,90,150
1006,More than 3 hours,120,180,300
13827,Between 31 minutes and 1 hour,180,45,225
1579,Between 1 and 2 hours,120,90,210
14639,More than 3 hours,45,180,225
1807,Between 2 and 3 hours,60,150,210
1429,Between 1 and 2 hours,180,90,270
13670,Between 31 minutes and 1 hour,60,45,105
50,Between 1 and 2 hours,120,90,210
9566,More than 3 hours,45,180,225
18728,Between 2 and 3 hours,45,150,195
2382,Between 1 and 2 hours,45,90,135
1783,More than 3 hours,200,180,380
2730,Between 31 minutes and 1 hour,20,45,65
17248,Between 2 and 3 hours,560,150,710
14156,Between 31 minutes and 1 hour,45,45,90
19904,Between 1 and 2 hours,120,90,210
23261,More than 3 hours,120,180,300
754,More than 3 hours,120,180,300
762,Between 1 and 2 hours,120,90,210
98,More than 3 hours,360,180,540
3004,More than 3 hours,45,180,225
18527,Between 1 and 2 hours,30,90,120
11507,Between 1 and 2 hours,60,90,150
12771,Between 2 and 3 hours,30,150,180
19032,Between 2 and 3 hours,90,150,240
80,More than 3 hours,75,180,255
825,Between 2 and 3 hours,30,150,180
21372,More than 3 hours,180,180,360
19774,Between 31 minutes and 1 hour,80,45,125
3013,Between 1 and 2 hours,75,90,165
22386,Between 31 minutes and 1 hour,15,45,60
2459,More than 3 hours,180,180,360
827,Between 1 and 2 hours,100,90,190
1535,More than 3 hours,70,180,250
953,0 minutes,45,0,45
11413,More than 3 hours,80,180,260
15078,Between 1 and 30 minutes,180,15,195
16838,Between 1 and 2 hours,25,90,115
1647,Between 2 and 3 hours,120,150,270
23236,Between 2 and 3 hours,90,150,240
2780,Between 1 and 30 minutes,60,15,75
9705,Between 2 and 3 hours,40,150,190
3066,More than 3 hours,240,180,420
1561,Between 1 and 30 minutes,60,15,75
1335,Between 2 and 3 hours,130,150,280
2905,Between 2 and 3 hours,60,150,210
12088,Between 2 and 3 hours,100,150,250
20744,More than 3 hours,900,180,1080
22624,More than 3 hours,120,180,300
13065,Between 31 minutes and 1 hour,60,45,105
801,More than 3 hours,120,180,300
174,Between 2 and 3 hours,30,150,180
2785,More than 3 hours,60,180,240
10332,0 minutes,90,0,90
2776,Between 1 and 30 minutes,45,15,60
2309,Between 31 minutes and 1 hour,45,45,90
963,Between 1 and 2 hours,90,90,180
23969,More than 3 hours,200,180,380
2423,Between 1 and 2 hours,30,90,120
23216,More than 3 hours,30,180,210
2150,More than 3 hours,120,180,300
13769,More than 3 hours,200,180,380
2004,Between 2 and 3 hours,60,150,210
9827,Between 2 and 3 hours,20,150,170
15564,Between 2 and 3 hours,120,150,270
12477,More than 3 hours,150,180,330
12068,Between 2 and 3 hours,240,150,390
1999,Between 2 and 3 hours,120,150,270
16359,Between 1 and 30 minutes,300,15,315
18516,Between 31 minutes and 1 hour,120,45,165
23535,More than 3 hours,180,180,360
13287,More than 3 hours,60,180,240
1859,More than 3 hours,30,180,210
1696,Between 1 and 30 minutes,60,15,75
1981,Between 2 and 3 hours,60,150,210
2625,Between 1 and 2 hours,160,90,250
16934,Between 1 and 30 minutes,25,15,40
1474,More than 3 hours,20,180,200
1323,Between 2 and 3 hours,120,150,270
992,Between 31 minutes and 1 hour,60,45,105
351,More than 3 hours,120,180,300
2808,Between 1 and 30 minutes,30,15,45
16232,Between 2 and 3 hours,45,150,195
14235,Between 2 and 3 hours,90,150,240
16393,Between 2 and 3 hours,75,150,225
1449,More than 3 hours,180,180,360
24045,Between 2 and 3 hours,60,150,210
11471,Between 1 and 30 minutes,30,15,45
23275,Between 31 minutes and 1 hour,30,45,75
1164,More than 3 hours,25,180,205
20512,Between 1 and 2 hours,250,90,340
1269,More than 3 hours,10,180,190
11764,Between 2 and 3 hours,30,150,180
23304,More than 3 hours,45,180,225
10492,Between 31 minutes and 1 hour,90,45,135
1622,More than 3 hours,180,180,360
1662,Between 31 minutes and 1 hour,120,45,165
1094,More than 3 hours,120,180,300
2577,More than 3 hours,60,180,240
14778,Between 2 and 3 hours,90,150,240
1175,More than 3 hours,120,180,300
2359,More than 3 hours,180,180,360
1882,More than 3 hours,300,180,480
1852,Between 1 and 2 hours,90,90,180
2694,Between 1 and 30 minutes,180,15,195
2214,Between 1 and 30 minutes,20,15,35
14017,More than 3 hours,90,180,270
193,Between 2 and 3 hours,60,150,210
807,Between 2 and 3 hours,420,150,570
17834,Between 2 and 3 hours,60,150,210
16320,0 minutes,120,0,120
11554,Between 1 and 2 hours,60,90,150
9848,Between 1 and 2 hours,120,90,210
14656,More than 3 hours,360,180,540
23567,0 minutes,400,0,400
12655,More than 3 hours,20,180,200
1673,Between 2 and 3 hours,75,150,225
23866,Between 2 and 3 hours,240,150,390
3071,Between 1 and 2 hours,240,90,330
1583,0 minutes,40,0,40
1444,0 minutes,120,0,120
871,Between 2 and 3 hours,110,150,260
370,Between 2 and 3 hours,300,150,450
22927,More than 3 hours,20,180,200
15667,Between 1 and 2 hours,45,90,135
20019,More than 3 hours,240,180,420
2210,0 minutes,180,0,180
20136,Between 1 and 2 hours,60,90,150
22654,More than 3 hours,240,180,420
11896,Between 1 and 2 hours,50,90,140
753,0 minutes,600,0,600
19244,Between 31 minutes and 1 hour,356,45,401
14746,More than 3 hours,180,180,360
14657,Between 1 and 2 hours,240,90,330
21120,Between 31 minutes and 1 hour,120,45,165
